pointid,bundesland,probenahme_monat,probenahme_jahr,xcoord,ycoord,bodenklimaraum_name,landnutzung,bze_moor,hauptbodentyp,bodenvartypsub,grundwastufe,grundwastand,moormaechtigkeit,torfmaechtigkeit,neigung,exposition,woelbung,reliefformtyp,lageimrelief,kv_0_30,kv_30_100,profile_picture
144,MV,3,2012,728066.1449,6011809.864,mittlere diluviale Böden MV und Uckermark,A,0,SS,g2SSh,GWS4,110,0,0,N1,NE,GG,H,M,75.37,18.28,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0144_Z_1.GIF
145,MV,11,2012,735478.5668,6014243.5,mittlere diluviale Böden MV und Uckermark,A,0,LL,s.vLLn,0,>200,0,0,N1,NN,GG,H,M,52.54,17.25,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0145_Z_1.GIF
146,MV,3,2012,747103.469,6012623.371,mittlere diluviale Böden MV und Uckermark,A,0,SS,SSn,0,>200,0,0,N1,NN,GG,H,M,48.09,12.13,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0146_Z_1.GIF
147,MV,4,2013,749463.5256,6010838.214,mittlere diluviale Böden MV und Uckermark,A,0,YK,YK/LL-SS,0,NA,0,0,N1,NW,GG,H,M,41.65,30.98,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0147_Z_1.GIF
148,MV,9,2012,762429.7326,6012624.982,mittlere diluviale Böden MV und Uckermark,A,0,SS,SSn,0,>200,0,0,N0.2,SW,GG,TSF,Z,51.11,13.86,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0148_Z_1.GIF
149,MV,9,2012,767937.788,6012429.348,mittlere diluviale Böden MV und Uckermark,A,0,SS,vLL-SS,0,>200,0,0,N0,,GG,TSF,Z,58.01,41.32,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0149_Z_1.GIF
150,MV,9,2012,776148.4225,6010161.736,mittlere diluviale Böden MV und Uckermark,A,0,BBh,S LL-BBh,0,>200,0,0,N0,,GG,TSF,Z,47.41,28.94,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0150_Z_1.GIF
151,SH,9,2016,493894.2868,6000977.137,Niedersächsische Küsten- und Elbmarsch,A,0,ZZ,>RZ/MC,GWS4,170,0,0,N0,,GG,TSF,T,53.48,49.32,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0151_Z_1.GIF
152,SH,8,2018,506828.8042,5999591.099,Geest - Süd,G,0,MO,"MO\\rPP-GH",GWS3,120,0,0,N0,,GG,TS,Z,159.95,118.85,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0152_Z_1.GIF
153,SH,8,2018,510384.7547,6001095.241,Geest - Süd,G,0,PP,rGG-PP,GWS3,120,0,0,N0,,GG,TS,Z,168.04,48.21,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0153_Z_1.GIF
155,SH,10,2017,530082.7357,6002126.439,Geest - Süd,A,0,YK,g4YK/PP-SS,GWS5.2,110,0,0,N1,NN,GG,H,M,90.04,102.17,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0155_Z_1.GIF
156,SH,9,2018,534829.6889,6002854.007,Geest - Süd,G,0,SS,SSn,0,NA,0,0,N2.2,SW,GG,H,Z,91.63,38.36,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0156_Z_1.GIF
158,SH,9,2018,555019.244,6000935.15,Geest - Süd,G,1,KH,KHn,GWS3,>200,500,500,N1,SW,XX,TH,K,387.33,276.42,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0158_Z_1.GIF
160,SH,8,2016,566062.5509,6000318.589,südliches schleswig-holsteinisches Hügelland,G,0,GG,cGGn,GWS3,60,0,0,N0,,GV,TSF,T,122.67,54.28,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0160_Z_1.GIF
161,SH,8,2016,574411.4936,6003422.029,südliches schleswig-holsteinisches Hügelland,A,0,LL,eBB-LL,0,>200,0,0,N0,,XX,KSR,K,37.04,16.31,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0161_Z_1.GIF
162,SH,9,2017,582474.8793,6001025.347,südliches schleswig-holsteinisches Hügelland,A,0,LL,SS-LL,0,>200,0,0,N0.2,SW,XG,ERL,R,63.44,21.8,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0162_Z_1.GIF
166,SH,8,2017,618206.6314,6004389.185,südliches schleswig-holsteinisches Hügelland,A,0,LL,SS-LL,0,>200,0,0,N1,NW,XG,H,O,50.78,18.58,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0166_Z_1.GIF
167,SH,8,2016,624529.5328,6001495.796,südliches schleswig-holsteinisches Hügelland,A,0,SS,LL-SS,0,>200,0,0,N0,,GX,K,K,54.3,17.35,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0167_Z_1.GIF
170,MV,9,2012,694486.6262,6005045.127,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,SS,BB-SS,0,>200,0,0,N0,,GG,V,Z,40.2,22.49,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0170_Z_1.GIF
171,MV,7,2012,704174.8632,6001789.918,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,SS,BB-SS,0,>200,0,0,N0,,GG,V,Z,42.82,13.12,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0171_Z_1.GIF
172,MV,4,2013,712164.2034,6001889.935,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,SS,SSn,0,NA,0,0,N0,,XG,V,Z,48.25,19.55,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0172_Z_1.GIF
175,MV,8,2012,738802.963,6002951.261,mittlere diluviale Böden MV und Uckermark,A,0,BB,vLLd-BB,0,>200,0,0,N2.2,NW,XV,H,O,36.22,8.73,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0175_Z_1.GIF
176,MV,4,2013,746083.8475,6005552.556,mittlere diluviale Böden MV und Uckermark,A,0,LL,vLLn,0,>200,0,0,N1,SE,GV,H,M,43.21,18.51,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0176_Z_1.GIF
3504,RP,4,2012,328059.9936,5573013.843,Hocheifel / Höhenlagen,G,0,YK,YK/BB,0,>200,0,0,N2,NE,XG,H,U,52.2,42,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3504_Z_1.GIF
177,MV,9,2012,753335.5628,6002736.234,mittlere diluviale Böden MV und Uckermark,A,0,LLh,SS-LLh,0,>200,0,0,N0,,GG,V,Z,51.83,35.25,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0177_Z_1.GIF
179,MV,3,2012,770009.9632,6004900.047,mittlere diluviale Böden MV und Uckermark,A,0,BB,g2BBn,GWS6,195,0,0,N1,NN,XG,H,M,47.54,14.24,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0179_Z_1.GIF
181,MV,3,2014,782800.2278,6003936.506,mittlere diluviale Böden MV und Uckermark,A,0,PP,S GG-PP,GWS4,150,0,0,N1,WW,GG,H,M,34.83,24.83,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0181_Z_1.GIF
182,MV,9,2012,800729.8999,6005208.226,vorpommersche Sandböden im Uecker-Randow-Gebiet,G,0,SS,BB-SS,0,>200,0,0,N0.1,,GG,V,R,42.31,28.35,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0182_Z_1.GIF
183,MV,9,2012,805986.5234,6007239.008,vorpommersche Sandböden im Uecker-Randow-Gebiet,A,0,LL,vLLn,0,>200,0,0,N1,WW,GG,H,M,42.41,23.74,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0183_Z_1.GIF
184,MV,9,2012,816852.6082,6006800.281,vorpommersche Sandböden im Uecker-Randow-Gebiet,G,1,KM,"rKV-KM\\GGh",GWS2,95,20,20,N0.1,,GG,TS,T,241.75,15.67,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0184_Z_1.GIF
185,SH,6,2016,505478.1329,5992712.782,Niedersächsische Küsten- und Elbmarsch,G,0,MN,MNb,GWS4,100,0,0,N0,,GX,TSF,Z,64.91,45.27,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0185_Z_1.GIF
186,SH,11,2016,512121.1236,5991690.095,Geest - Süd,A,0,PP,vPPn,0,>200,0,0,N0.2,NN,GG,V,R,74.76,49.65,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0186_Z_1.GIF
187,SH,9,2016,518870.7288,5990731.291,Geest - Süd,A,0,YU,GG-rGGe-YU,GWS3,105,0,0,N0,,GG,V,Z,66.02,28.37,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0187_Z_1.GIF
188,SH,3,2017,527947.1472,5994609.794,Geest - Süd,A,0,YU,BB-YU/BB,0,>200,0,0,N1,NN,GG,H,O,49.62,24.76,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0188_Z_1.GIF
190,SH,8,2017,542767.0505,5993598.03,Geest - Süd,A,0,YK,YK/BB,0,>200,0,0,N0,,GG,TSF,R,59.84,63.93,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0190_Z_1.GIF
191,SH,5,2016,553001.1116,5994904.983,Geest - Süd,G,1,GG,"AB-GG\\HN",GWS3,70,140,42,N0,,GG,TSF,T,89.55,356.08,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0191_Z_1.GIF
192,SH,10,2016,559625.0354,5993021.802,Geest - Süd,A,0,YU,g2PP-YU,GWS5.1,165,0,0,N0,,GG,V,Z,65.39,90.6,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0192_Z_1.GIF
193,SH,8,2016,568379.065,5994137.222,südliches schleswig-holsteinisches Hügelland,A,0,YK,s4YK/BB,0,>200,0,0,N0.2,NE,GG,V,R,75.6,72.54,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0193_Z_1.GIF
194,SH,8,2017,573726.1162,5993482.289,südliches schleswig-holsteinisches Hügelland,A,0,LL,eSS-LL,0,>200,0,0,N1,SS,GG,H,M,54.7,25.03,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0194_Z_1.GIF
195,SH,8,2016,582930.9519,5992668.977,südliches schleswig-holsteinisches Hügelland,A,0,BB,sLL-BB,0,>200,0,0,N0,,GG,V,R,51.82,23.3,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0195_Z_1.GIF
197,SH,8,2016,600839.8244,5991331.857,südliches schleswig-holsteinisches Hügelland,A,0,YU,c.g2SS-YU,GWS5.1,172,0,0,N1,SE,XX,THS,R,207.49,115.53,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0197_Z_1.GIF
198,SH,11,2016,606109.6746,5992420.672,südliches schleswig-holsteinisches Hügelland,G,0,BB,lBBn,0,>200,0,0,N0,,XX,ERR,K,56.88,24.25,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0198_Z_1.GIF
199,SH,8,2016,618476.22,5992513.231,südliches schleswig-holsteinisches Hügelland,A,0,YK,YK/SS-LL,0,>200,0,0,N2.2,NW,GG,H,M,52.32,58.93,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0199_Z_1.GIF
200,MV,3,2013,675505.3859,5994951.551,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,YY,s2RZ-YY,0,>200,0,0,N1,WW,GG,H,U,42.66,60.1,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0200_Z_1.GIF
201,MV,8,2012,679516.0303,5996375.372,mittlere diluviale Böden MV und Uckermark,A,0,SS,vSSn,0,>200,0,0,N0,,XX,KSR,K,37.71,14.24,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0201_Z_1.GIF
202,MV,9,2012,687578.9424,5995176.415,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,SS,SSn,0,>200,0,0,N2,EE,VG,H,M,57.28,14.03,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0202_Z_1.GIF
203,MV,4,2012,696118.5422,5997519.061,mittlere diluviale Böden MV und Uckermark,A,0,SS,BB-SS,0,>200,0,0,N1,NE,GG,THF,Z,52.95,32.93,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0203_Z_1.GIF
205,MV,9,2012,710994.1113,5997519.58,mittlere diluviale Böden MV und Uckermark,A,0,BB,LLd-BB,0,>200,0,0,N2.2,SE,GX,H,M,39.74,15.87,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0205_Z_1.GIF
206,MV,7,2012,717443.0522,5996359.915,mittlere diluviale Böden MV und Uckermark,G,1,KV,rKVc,GWS3,80,430,275,N0,,GG,TSF,T,268.91,416.37,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0206_Z_1.GIF
207,MV,9,2012,726907.6686,5993940.362,mittlere diluviale Böden MV und Uckermark,A,0,SS,vLL-SS,0,>200,0,0,N0.2,WW,XG,V,R,41.19,15.64,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0207_Z_1.GIF
208,MV,8,2012,736648.953,5996144.998,mittlere diluviale Böden MV und Uckermark,A,0,BB,S LL-BB,0,>200,0,0,N1,WW,GX,TS,Z,50.39,36.5,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0208_Z_1.GIF
210,MV,4,2012,751536.4482,5994590.688,mittlere diluviale Böden MV und Uckermark,A,0,SS,SSn,GWS6,>200,0,0,N0,,GG,TSF,T,46.95,20.28,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0210_Z_1.GIF
211,MV,10,2012,759633.3133,5997428.036,mittlere diluviale Böden MV und Uckermark,A,0,LL,vSS-LL,0,NA,0,0,N1,SE,XG,KSF,Z,37.87,37.14,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0211_Z_1.GIF
212,MV,9,2012,770575.4104,5997839.68,mittlere diluviale Böden MV und Uckermark,A,0,BB,vLL-BB,0,>200,0,0,N0,,GG,V,Z,45.39,25.25,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0212_Z_1.GIF
213,MV,7,2012,776477.4564,5997310.886,mittlere diluviale Böden MV und Uckermark,SO,0,LF,LFn,0,>200,0,0,N0,,GG,V,Z,35.96,22.03,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0213_Z_1.GIF
214,MV,9,2012,784778.1697,5993945.338,mittlere diluviale Böden MV und Uckermark,A,0,SS,vBB-SS,0,>200,0,0,N1,NE,GG,V,Z,54.15,71.43,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0214_Z_1.GIF
215,MV,9,2012,794637.3911,5997360.046,vorpommersche Sandböden im Uecker-Randow-Gebiet,A,0,SS,c.vSSn,0,>200,0,0,N0.1,,GG,V,R,104.09,60.9,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0215_Z_1.GIF
218,SH,9,2016,497441.0313,5985988.07,Niedersächsische Küsten- und Elbmarsch,A,0,MC,MCn,GWS4,150,0,0,N0,,GG,TSF,Z,50.84,38.14,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0218_Z_1.GIF
219,SH,9,2016,505764.9167,5985784.73,Niedersächsische Küsten- und Elbmarsch,A,0,MN,g2.rMNn,GWS4,200,0,0,N0,,GG,TSF,Z,70.69,52.28,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0219_Z_1.GIF
220,SH,3,2017,515080.0128,5983629.529,Geest - Süd,A,0,ZZ,>RQn,0,>200,0,0,N1,SS,VV,TSM,U,86.55,44.14,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0220_Z_1.GIF
221,SH,10,2016,522042.1515,5983175.107,Geest - Süd,G,1,KV,KVn,GWS3,40,240,240,N0,,GG,TSF,T,249.28,363.86,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0221_Z_1.GIF
222,SH,10,2016,526441.7904,5984778.974,Geest - Süd,A,0,PP,BB-vPP,0,>200,0,0,N2,SE,XG,H,M,65.09,38.72,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0222_Z_1.GIF
225,SH,11,2016,553763.0723,5986809.863,Geest - Süd,G,0,GG,PP-GG,GWS3,80,0,0,N0,,GG,V,R,99.03,62.52,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0225_Z_1.GIF
229,SH,4,2017,584003.6604,5986986.418,Geest - Süd,G,1,KM,rKMn,GWS2,60,34,34,N0,,GG,TSF,R,192.16,16.37,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0229_Z_1.GIF
230,SH,8,2017,594750.6695,5986454.444,südliches schleswig-holsteinisches Hügelland,A,0,LL,e.sLLn,0,>200,0,0,N0,,XX,ERL,O,55.6,25.44,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0230_Z_1.GIF
232,SH,2,2017,609471.6676,5984541.171,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,YK,YK/SS,0,>200,0,0,N1,WW,GG,H,M,60.47,18.92,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0232_Z_1.GIF
233,MV,10,2012,638857.1477,5985009.186,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,G,0,LL,BB-LL,0,>200,0,0,N2,NN,GG,H,M,54.98,17.72,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0233_Z_1.GIF
234,MV,9,2012,665569.1569,5984269.223,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,LL,e.sLLn,0,>200,0,0,N1,SS,GX,H,M,65.74,66.3,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0234_Z_1.GIF
236,MV,4,2012,681942.2437,5985985.312,mittlere diluviale Böden MV und Uckermark,A,0,YK,g2YKn,GWS5,175,0,0,N2.2,WW,GV,HF,U,51.08,58.18,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0236_Z_1.GIF
237,MV,8,2012,691305.7211,5987764.062,mittlere diluviale Böden MV und Uckermark,A,0,LL,eSS-LL,0,>200,0,0,N3.1,SW,GG,H,M,39.94,19.79,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0237_Z_1.GIF
238,MV,9,2012,696756.2156,5986562.338,mittlere diluviale Böden MV und Uckermark,A,0,SS,LL-SS,0,>200,0,0,N0,,GG,KSF,K,48.3,16.83,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0238_Z_1.GIF
240,MV,5,2012,714450.1439,5986382.612,mittlere diluviale Böden MV und Uckermark,G,1,KV,KVn,GWS3,55,600,130,N0,,GG,TSF,T,241.39,451.32,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0240_Z_1.GIF
241,MV,4,2012,718877.5144,5985610.988,mittlere diluviale Böden MV und Uckermark,A,0,LL,dLLn,0,>200,0,0,N1,SS,XG,V,Z,40.33,21.65,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0241_Z_1.GIF
242,MV,9,2012,730231.4794,5988438.475,mittlere diluviale Böden MV und Uckermark,A,0,LL,k.vLLn,0,>200,0,0,N2,NE,VG,HF,M,38.61,22.55,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0242_Z_1.GIF
243,MV,7,2012,738835.2272,5989264.844,mittlere diluviale Böden MV und Uckermark,A,0,RQ,RQn,0,>200,0,0,N3,SE,XX,H,M,26.15,3.68,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0243_Z_1.GIF
244,MV,8,2012,743472.7119,5987752.735,mittlere diluviale Böden MV und Uckermark,A,0,YK,YKn,0,>200,0,0,N2,WW,XX,H,U,37.28,36.32,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0244_Z_1.GIF
245,MV,9,2012,754760.2722,5989022.577,mittlere diluviale Böden MV und Uckermark,A,0,YK,YK/LL-BB,0,>200,0,0,N2,SS,GG,HF,M,48.37,36.02,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0245_Z_1.GIF
246,MV,9,2012,761218.793,5986049.356,mittlere diluviale Böden MV und Uckermark,A,0,YK,vYK/sLL-BB,0,>200,0,0,N2.1,NN,GX,HF,M,38.69,29.4,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0246_Z_1.GIF
247,MV,4,2012,767660.7491,5990179.351,mittlere diluviale Böden MV und Uckermark,A,0,SS,c.g2SSn,GWS4,135,0,0,N0,,GG,TSF,Z,74.25,17.11,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0247_Z_1.GIF
249,MV,10,2013,786246.6177,5987061.244,mittlere diluviale Böden MV und Uckermark,A,0,YK,YK/SS,0,>200,0,0,N1,EE,GG,H,M,50.85,37.35,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0249_Z_1.GIF
250,MV,7,2012,793023.0483,5987965.51,mittlere diluviale Böden MV und Uckermark,G,1,KV,KVn,GWS3,70,83,83,N0,,XX,TXM,R,314.31,315.03,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0250_Z_1.GIF
251,MV,10,2012,799666.267,5989742.007,mittlere diluviale Böden MV und Uckermark,A,0,SS,LF-SS,0,>200,0,0,N0,,GG,V,Z,39.96,14.97,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0251_Z_1.GIF
252,MV,9,2012,808017.3894,5987272.102,vorpommersche Sandböden im Uecker-Randow-Gebiet,A,0,LL,BB-LL,0,>200,0,0,N1,NN,VX,H,U,31.35,10.45,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0252_Z_1.GIF
253,MV,9,2012,816364.6619,5986853.169,vorpommersche Sandböden im Uecker-Randow-Gebiet,A,0,LL,s.vLLn,0,>200,0,0,N2.1,NE,XX,H,M,35.66,17.54,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0253_Z_1.GIF
254,MV,7,2012,826918.7323,5989163.879,vorpommersche Sandböden im Uecker-Randow-Gebiet,G,1,KM,S KMn,GWS3,68,41,34,N0,,XX,V,Z,314.36,51.69,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0254_Z_1.GIF
255,MV,4,2013,832793.0089,5991276.959,vorpommersche Sandböden im Uecker-Randow-Gebiet,A,0,ZZ,>RZn,0,>200,0,0,N2,NN,XX,H,M,33.25,8.16,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0255_Z_1.GIF
257,SH,8,2018,499210.1971,5977033.84,Niedersächsische Küsten- und Elbmarsch,A,0,MC,vMCn,GWS3,150,0,0,N0,,GG,TS,Z,36.29,51.69,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0257_Z_1.GIF
258,SH,6,2016,505547.4748,5974780.864,Niedersächsische Küsten- und Elbmarsch,G,0,MD,MDn,GWS4,90,0,0,N0,,GG,TSF,Z,80.05,81.56,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0258_Z_1.GIF
259,SH,11,2016,510695.6295,5975528.218,Geest - Süd,A,1,ZZ,>.eGG/rKV,GWS3,160,96,42,N0,,GG,TSF,Z,98.59,563.44,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0259_Z_1.GIF
260,SH,9,2016,521436.3419,5974562.819,Geest - Süd,A,0,MK,MKn,GWS5.1,190,0,0,N0,,GG,T,Z,74.2,77.85,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0260_Z_1.GIF
261,SH,9,2016,527548.9037,5978466.669,Geest - Süd,G,1,MD,MDn,GWS6,>200,200,102,N0,,GG,T,Z,117.12,172.83,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0261_Z_1.GIF
262,SH,9,2016,536696.4281,5974961.551,Geest - Süd,A,0,YU,g2SS-PP-YU,GWS5,160,0,0,N2,NW,GG,H,U,98.36,55.88,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0262_Z_1.GIF
263,SH,8,2018,546826.9823,5976155.144,Geest - Süd,G,0,MN,MNf/rGHn,GWS2,NA,0,0,N0,,GG,TS,Z,125.62,292.37,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0263_Z_1.GIF
264,SH,8,2018,555016.0954,5975986.291,Geest - Süd,A,0,PP,vSS-PP,0,NA,0,0,N1,NN,XX,TH,Z,116.61,85.59,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0264_Z_1.GIF
265,SH,2,2017,560754.4254,5977691.87,Geest - Süd,A,0,YU,g4PP-YU,GWS6,>200,0,0,N0,,XG,ERL,O,73.89,76.25,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0265_Z_1.GIF
266,SH,11,2017,566611.8771,5977971.911,Geest - Süd,A,0,PP,vGG-PP,GWS4,95,0,0,N0,,GG,TSF,Z,155.52,56.17,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0266_Z_1.GIF
269,SH,8,2017,592009.1183,5979021.396,südliches schleswig-holsteinisches Hügelland,A,0,LL,eSS-LL,0,>200,0,0,N1,NE,GX,KHF,O,46.84,18.36,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0269_Z_1.GIF
270,SH,8,2016,602147.2623,5978127.518,südliches schleswig-holsteinisches Hügelland,A,0,LL,SS-LL,0,>200,0,0,N2,NW,GG,H,M,63.22,28.52,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0270_Z_1.GIF
271,SH,3,2017,606435.3364,5977219.053,südliches schleswig-holsteinisches Hügelland,A,0,SS,eLL-SS,0,>200,0,0,N2,EE,GX,H,O,68.48,28.19,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0271_Z_1.GIF
272,SH,7,2016,617330.3562,5977803.833,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,BB,LFd-BB,0,>200,0,0,N0.2,SE,XX,KSR,K,47.26,4.77,https://atlas.thuenen.de/webspace/bze_profilbilder/SH_0272_Z_1.GIF
273,MV,12,2012,633628.6348,5975925.766,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,LL,vSS-LL,0,>200,0,0,N1,WW,XX,E,Z,66.11,26.58,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0273_Z_1.GIF
274,MV,12,2012,640594.1451,5975846.213,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,LL,S vSS-LL,0,>200,0,0,N2,NN,XX,K,K,42.0,16.84,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0274_Z_1.GIF
276,MV,8,2012,664156.8255,5977295.044,NW-Mecklenburg und Küstengebiet / bessere diluviale Böden,A,0,LL,vSS-LL,0,>200,0,0,N0,,GG,V,Z,50.42,40.1,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0276_Z_1.GIF
277,MV,9,2012,675005.4752,5977960.029,mittlere diluviale Böden MV und Uckermark,A,0,LL,SS-LL,0,>200,0,0,N2,EE,VG,H,U,38.51,29.7,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0277_Z_1.GIF
278,MV,8,2012,680965.8073,5976376.082,mittlere diluviale Böden MV und Uckermark,A,0,SS,SSn,0,>200,0,0,N3,NE,XG,H,M,44.79,18.85,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0278_Z_1.GIF
279,MV,4,2012,690076.1805,5978525.652,mittlere diluviale Böden MV und Uckermark,A,0,LL,S LLd,0,>200,0,0,N2,NW,XG,KHR,R,49.08,21.63,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0279_Z_1.GIF
280,MV,8,2012,696294.507,5978184.877,mittlere diluviale Böden MV und Uckermark,A,0,LL,s4.vLLn,0,>200,0,0,N0.2,WW,XG,KSF,K,36.96,14.36,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0280_Z_1.GIF
281,MV,9,2012,705557.2764,5979765.364,mittlere diluviale Böden MV und Uckermark,A,0,GG,rGGn,GWS5.2,160,0,0,N1,WW,GG,THF,M,83.26,15,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0281_Z_1.GIF
283,MV,4,2012,722548.5753,5980955.184,mittlere diluviale Böden MV und Uckermark,G,0,BB,vPP-GG-BB,GWS3,110,0,0,N2.2,SE,XG,H,M,66.57,22.67,https://atlas.thuenen.de/webspace/bze_profilbilder/MV_0283_Z_1.GIF
