PointID,HorizontID,Upper limit,Lower limit,Horizon symbol,Rock fragment fraction,Soil colour,Stones,Stone density,Carbonate class,Organic matter content class,Rooting intensity,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,Soil texture class_x,BD_FS,BD_bulk,FSS,Water content,pH_H2O,EC_H2O,pH_CaCl2,TC,TOC,TIC,TN,County
20,3.0,70.0,96.0,II; Bhs-Go1,10.92400118,7.5YR 5/6,2,2.65,C0,h1,Wf0,15.8,59.3,15.5,3.1,1.9,1.0,90.6,6.0,3.4,mSfs,1.16,1.48,2043.4,12.63,6.08,68.9,5.5,26.619999999999997,26.619999999999997,0.0,0.8599999999999999,SH        
20,4.0,96.0,105.0,II; Bhs-Go2,14.83671618,2.5YR 4/6,2,2.65,C0,h2,Wf0,17.1,61.9,13.7,2.4,1.6,1.1,92.7,5.1,2.2,mSfs,1.4,1.48,2356.6,9.82,6.1,37.1,5.37,13.32,13.32,0.0,0.39,SH        
20,5.0,105.0,145.0,II; Go,1.071698113,2.5YR 4/2,2,2.65,C0,h0,Wf0,6.1,81.9,10.0,0.5,0.5,0.1,98.1,1.1,0.8,mS,1.49,1.49,4422.1,8.01,6.26,18.3,5.43,3.77,3.77,0.0,0.09,SH        
21,1.0,0.0,30.0,I; Ap,3.969811321,7.5YR 2.5/1,5,2.65,C0,h4,Wf4,6.7,37.4,30.3,11.1,5.9,3.1,74.3,20.0,5.7,Sl2,0.96,0.99,921.9,34.48,5.58,301.0,5.18,60.17,60.17,0.0,2.84,SH        
21,2.0,30.0,40.0,I; Bhs,5.651320755,5Y 3/2,5,2.65,C0,h2,Wf2,7.1,35.8,30.9,11.3,6.0,3.5,73.7,20.7,5.6,Sl2,1.06,1.12,1999.6,34.45,6.02,77.4,5.38,62.199999999999996,62.199999999999996,0.0,2.8299999999999996,SH        
21,3.0,40.0,48.0,I; Sw-Bs,7.646792453,2.5Y 5/3,5,2.65,C0,h0,Wf2,6.4,36.1,31.3,11.8,6.5,3.6,73.8,21.9,4.3,Su2,1.31,1.39,1209.8,20.58,5.64,46.8,5.03,28.67,28.67,0.0,1.04,SH        
21,4.0,48.0,73.0,II; Sd,3.964528302,5Y 5/2,5,2.65,C0,h1,Wf1,6.9,32.3,32.2,9.4,6.6,5.0,71.4,21.1,7.5,Sl2,1.62,1.64,1555.8,19.05,5.07,39.9,4.41,2.45,2.45,0.0,0.10999999999999999,SH        
21,5.0,73.0,160.0,III; Swd,4.187169811,2.5Y 5/2,5,2.65,C0,h0,Unknown,3.0,15.0,27.2,9.9,9.3,8.6,45.2,27.8,27.0,Lts,1.42,1.45,2721.1,24.79,4.69,47.7,4.03,4.13,4.13,0.0,0.25,SH        
21,6.0,33.0,55.0,Unknown,5.268679245,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,9.7,27.2,29.9,12.0,6.3,3.4,66.8,21.6,11.6,Sl3,1.53,1.56,4348.2,21.71,4.79,32.1,4.07,1.77,1.77,0.0,0.12,SH        
22,7.0,33.0,55.0,Unknown,5.009811321,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,9.2,23.8,27.1,14.9,9.3,4.7,60.2,28.8,11.0,Sl3,1.25,1.3,1184.9,30.16,6.64,59.5,5.96,19.22,19.22,0.0,1.6600000000000001,SH        
22,1.0,0.0,30.0,I; Ap,7.169811321,10YR 3/3,5,2.65,C0,h3,Wf4,9.5,23.6,26.8,15.0,9.0,4.8,59.9,28.8,11.3,Sl3,1.31,1.38,2431.3,27.6,6.43,48.6,5.83,21.78,21.78,0.0,1.85,SH        
22,2.0,30.0,67.0,I; Sw,17.66278853,10YR 3/3,18,2.65,C0,h1,Wf2,11.2,26.2,24.8,14.5,8.4,4.3,62.2,27.2,10.6,Sl3,1.59,1.48,2522.9,12.43,6.59,37.8,5.87,3.04,3.04,0.0,0.22999999999999998,SH        
22,3.0,67.0,132.0,II; Sd1,21.3235164,10YR 5/4,15,2.65,C0,h0,Wf1,8.4,21.6,24.1,11.7,9.7,5.9,54.1,27.3,18.6,Ls4,1.63,1.48,2467.1,17.47,6.44,39.6,5.76,1.9100000000000001,1.9100000000000001,0.0,0.18,SH        
22,4.0,132.0,201.0,II; Sd2,10.0093613,10YR 5/4,5,2.65,C0,h0,Unknown,8.8,23.0,25.1,12.6,9.4,5.7,56.9,27.7,15.4,Sl4,1.66,1.48,4481.5,18.28,6.49,29.6,5.72,1.6300000000000001,1.6300000000000001,0.0,0.16,SH        
23,5.0,74.0,100.0,I; Sd2,5.10490566,2.5Y 5/4,5,2.65,C0,h0,Wf1,5.1,19.4,29.6,16.3,9.4,5.5,54.0,31.2,14.8,Sl4,1.41,1.45,1336.8,21.85,6.54,65.5,6.22,14.950000000000001,14.950000000000001,0.0,1.44,SH        
23,1.0,0.0,32.0,I; Ap,5.809056604,10YR 3/3,3,2.65,C0,h3,Wf3,3.9,20.3,30.2,15.5,10.2,4.9,54.4,30.6,15.0,Sl4,1.52,1.56,2863.4,20.23,6.54,50.2,6.24,13.620000000000001,13.620000000000001,0.0,1.34,SH        
23,2.0,32.0,42.0,I; Ap+Al,8.147924528,10YR 4/3,4,2.65,C0,h1,Wf2,4.0,19.2,32.6,15.3,8.3,5.7,55.8,29.3,14.9,Sl4,1.57,1.63,1730.5,16.69,6.96,54.5,6.53,4.98,4.98,0.0,0.5,SH        
23,3.0,42.0,54.0,I; Bt-Swd,5.018113208,10YR 5/4,4,2.65,C0,h1,Wf1,5.9,15.8,26.6,14.0,9.7,6.0,48.3,29.6,22.1,Ls4,1.57,1.59,1193.0,19.57,6.77,37.1,6.36,3.3000000000000003,3.3000000000000003,0.0,0.37,SH        
23,4.0,54.0,74.0,I; Sd1,5.113207547,10YR 5/6,4,2.65,C0,h0,Wf1,4.7,16.1,26.4,11.3,10.0,5.8,47.1,27.1,25.8,Lts,1.58,1.6,2998.4,19.91,6.82,33.8,6.39,2.49,2.49,0.0,0.29000000000000004,SH        
23,1.0,0.0,32.0,I; Ap,8.42490566,10YR 3/3,3,2.65,C0,h3,Wf3,8.2,18.9,26.2,10.0,9.1,7.0,53.4,26.1,20.5,Ls4,1.72,1.76,4725.3,15.33,6.76,32.5,6.4,2.21,2.21,0.0,0.27,SH        
24,2.0,32.0,50.0,I; Al-Sw,6.997735849,2.5Y 5/4,5,2.65,C0,h1,Wf2,4.8,20.0,31.1,13.8,9.1,5.6,56.0,28.5,15.5,Sl4,1.38,1.43,1283.4,22.24,6.6,96.7,6.14,18.23,18.23,0.0,1.8599999999999999,SH        
24,3.0,50.0,73.0,II; Bt-Sd,5.951698113,10YR 4/4,4,2.65,C0,h0,Wf1,6.2,20.1,30.3,12.6,9.2,6.0,56.6,27.8,15.6,Sl4,1.32,1.36,2482.9,21.51,6.8,78.9,6.38,18.009999999999998,18.009999999999998,0.0,1.85,SH        
24,4.0,73.0,152.0,II; Sd,9.316226415,2.5Y 5/4,4,2.65,C0,h0,Unknown,7.8,17.0,26.8,14.5,10.1,5.2,51.6,29.8,18.6,Ls4,1.57,1.64,2847.5,16.49,6.84,47.5,6.34,4.44,4.44,0.0,0.49,SH        
24,5.0,152.0,201.0,III; lCv,7.850566038,2.5Y 6/3,3,2.65,C3.4,h0,Unknown,5.7,16.4,25.5,14.1,10.1,5.9,47.6,30.0,22.4,Ls3,1.59,1.65,2930.4,18.15,6.95,39.1,6.41,2.42,2.42,0.0,0.3,SH        
24,6.0,33.0,55.0,Unknown,6.123018868,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,5.2,18.6,28.5,11.2,8.4,6.3,52.4,25.9,21.7,Ls4,1.63,1.67,4590.6,17.92,7.07,34.0,6.53,1.6600000000000001,1.6600000000000001,0.0,0.21999999999999997,SH        
25,1.0,0.0,12.0,I; Ah,2.271698113,10YR 3/2,4,2.65,C0,h3,Wf5,3.6,18.6,30.4,18.0,9.8,4.8,52.6,32.6,14.8,Sl4,1.2,1.22,1170.2,34.46,6.29,66.5,5.64,21.419999999999998,21.419999999999998,0.0,2.0,SH        
25,2.0,12.0,34.0,I; rAp,3.676981132,10YR 3/2,4,2.65,C0,h3,Wf4,3.7,18.9,29.9,18.4,9.7,4.6,52.5,32.6,14.9,Sl4,1.5,1.53,2889.7,22.66,6.38,51.0,5.78,17.76,17.76,0.0,1.7799999999999998,SH        
25,3.0,34.0,51.0,II; fAh,2.142641509,10YR 4/2,4,2.65,C0,h3,Wf3,3.7,16.9,28.7,18.5,9.7,5.3,49.3,33.5,17.2,Ls3,1.62,1.63,3170.6,19.54,6.64,32.0,6.0,7.029999999999999,7.029999999999999,0.0,0.7000000000000001,SH        
25,4.0,51.0,73.0,II; Swd1,3.855849057,2.5Y 5/3,5,2.65,C0,h0,Wf2,4.7,15.3,25.9,15.9,10.5,5.8,45.8,32.3,21.9,Ls3,1.58,1.6,3038.2,21.1,6.98,34.2,6.48,2.7,2.54,0.16,0.29000000000000004,SH        
25,5.0,73.0,100.0,II; Swd2,2.836981132,2.5Y 5/2,5,2.65,C0,h0,Wf1,4.2,18.8,34.3,12.1,8.2,4.8,57.3,25.1,17.6,Ls4,1.7,1.7,4955.3,19.03,7.07,31.9,6.63,1.7100000000000002,1.56,0.15,0.2,SH        
27,1.0,0.0,30.0,I; Aep,0.035471698,7.5YR 4/1,0,2.65,C0,h3,Wf3,2.1,48.0,45.9,1.6,0.5,0.3,96.0,2.4,1.6,mSfs,1.15,1.15,1148.4,11.9,5.99,75.5,4.99,25.72,25.72,0.0,1.3900000000000001,SH        
27,2.0,30.0,46.0,I; Bh-Aeh,0.016603774,7.5YR 3/1,0,2.65,C0,h3,Wf2,2.1,51.4,42.8,1.4,0.5,0.3,96.3,2.2,1.5,mSfs,1.31,1.31,2613.2,13.05,5.94,78.6,5.09,25.009999999999998,25.009999999999998,0.0,1.33,SH        
27,3.0,46.0,60.0,I; Bsh,0.0,5YR 3/3,0,2.65,C0,h2,Wf2,1.6,58.8,37.6,0.7,0.2,0.1,98.0,1.0,1.0,mSfs,1.43,1.43,2858.9,11.29,5.94,57.8,5.13,20.71,20.71,0.0,0.71,SH        
27,4.0,60.0,73.0,I; Bs,0.0,7.5YR 4/6,0,2.65,C0,h1,Wf2,0.8,42.7,54.5,0.8,0.1,0.0,98.0,0.9,1.1,fSms,1.42,1.42,1418.8,9.32,5.41,37.6,4.51,10.440000000000001,10.440000000000001,0.0,0.29000000000000004,SH        
27,5.0,73.0,83.0,I; Bbs+ilCv,0.0,7.5YR 5/6,0,2.65,C0,h1,Wf2,0.7,49.5,48.7,0.2,0.2,0.0,98.9,0.3,0.8,mSfs,1.5,1.5,1499.6,6.48,5.32,26.8,4.38,5.5200000000000005,5.5200000000000005,0.0,0.15,SH        
27,6.0,83.0,96.0,I; ilCv,0.0,10YR 6/6,0,2.65,C0,h0,Wf0,1.7,35.0,60.1,2.1,0.2,0.0,96.9,2.2,0.9,fSms,1.51,1.51,1963.0,7.1,5.32,35.0,4.3,3.54,3.54,0.0,0.10999999999999999,SH        
27,7.0,96.0,136.0,I; Gw,0.0,2.5Y 6/4,0,2.65,C0,h0,Wf0,0.9,52.6,45.3,0.2,0.1,0.1,98.8,0.4,0.8,mSfs,1.6,1.6,2720.0,5.5,5.22,37.7,4.36,1.6700000000000002,1.6700000000000002,0.0,0.05,SH        
28,8.0,33.0,55.0,Unknown,0.116226415,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.8,26.4,66.6,1.7,1.0,1.0,93.7,3.7,2.6,fSms,0.99,0.99,986.9,24.73,5.91,94.0,5.14,43.879999999999995,43.879999999999995,0.0,2.31,SH        
28,1.0,0.0,33.0,I; Ap,0.0,7.5YR 2.5/1,0,2.65,C0,h4,Wf2,0.9,27.5,65.5,1.5,1.0,0.9,93.9,3.3,2.8,fSms,1.25,1.25,2494.4,21.5,6.12,75.2,5.36,43.78999999999999,43.78999999999999,0.0,2.3899999999999997,SH        
28,2.0,33.0,40.0,I; Bhs,0.0,5YR 3/3,0,2.65,C0,h1,Wf1,1.9,43.7,51.4,1.7,0.1,0.0,97.1,1.8,1.1,fSms,1.45,1.45,1450.0,11.35,6.2,40.3,5.33,11.41,11.41,0.0,0.41000000000000003,SH        
28,3.0,40.0,66.0,I; Bbh+Bs+ilCv,0.0,10YR 5/6,0,2.65,C0,h1,Wf0,0.9,34.7,61.9,1.7,0.2,0.0,97.4,1.9,0.7,fSms,1.59,1.59,1590.0,7.25,6.18,31.1,5.31,3.89,3.89,0.0,0.12,SH        
28,4.0,66.0,88.0,II; rGo,0.0,10YR 6/4,0,2.65,C0,h0,Wf0,1.9,41.9,53.6,1.9,0.1,0.0,97.3,2.0,0.7,fSms,1.65,1.65,3300.0,6.33,6.17,31.5,5.26,2.44,2.44,0.0,0.07,SH        
28,5.0,88.0,116.0,II; Go,0.0,10YR 7/4,0,2.65,C0,h0,Wf0,2.0,29.3,67.0,1.3,0.0,0.1,98.3,1.4,0.3,fSms,1.66,1.66,2988.0,8.23,6.06,23.4,5.09,2.22,2.22,0.0,0.06,SH        
28,6.0,116.0,140.0,II; Gw,0.041509434,2.5Y 7/4,0,2.65,C0,h0,Wf0,2.8,44.4,50.2,1.9,0.1,0.0,97.4,2.0,0.6,fSms,1.68,1.68,2015.2,12.23,5.95,20.0,5.01,1.7799999999999998,1.7799999999999998,0.0,0.05,SH        
29,7.0,33.0,55.0,Unknown,0.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,2.9,43.8,41.7,4.2,2.6,1.1,88.4,7.9,3.7,mSfs,0.61,0.61,607.3,71.77,5.88,170.0,5.39,172.57000000000002,172.57000000000002,0.0,9.399999999999999,SH        
29,8.0,33.0,55.0,Unknown,0.310943396,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,6.6,42.8,37.8,4.9,2.3,1.7,87.2,8.9,3.9,mSfs,0.7,0.71,1395.2,66.11,5.63,119.6,5.18,147.42000000000002,147.42000000000002,0.0,6.680000000000001,SH        
29,1.0,0.0,12.0,I; Aeh,0.256603774,10YR 2/1,2,2.65,C0,h5,Wf6,8.3,47.4,39.9,2.4,0.2,0.2,95.6,2.8,1.6,mSfs,1.63,1.63,3251.6,18.16,5.92,26.9,5.27,7.71,7.71,0.0,0.28,SH        
29,2.0,12.0,26.0,I; rAep,2.204528302,10YR 2/1,2,2.65,C0,h5,Wf4,8.1,39.7,49.1,1.7,0.0,0.0,96.9,1.7,1.4,fSms,1.68,1.7,3275.4,18.06,5.94,25.5,5.34,4.34,4.34,0.0,0.15,SH        
29,3.0,26.0,46.0,II; Bhs,0.0,5YR 3/3,2,2.65,C0,h2,Wf2,1.4,30.1,66.0,1.4,0.0,0.0,97.5,1.4,1.1,fSms,1.68,1.68,5026.5,19.91,6.03,20.6,5.55,2.48,2.48,0.0,0.08,SH        
30,4.0,74.0,140.0,III; Cv1,7.024168519,10YR 6/6,5,2.65,C0,h0,Wf0,6.9,34.4,37.0,9.1,4.3,2.2,78.3,15.7,6.0,Sl2,1.09,1.48,958.9,18.1,6.29,40.9,5.63,17.05,17.05,0.0,1.25,SH        
30,5.0,140.0,201.0,III; Cv2,10.58602212,10YR 6/6,5,2.65,C0,h0,Wf0,5.5,34.2,39.0,9.5,3.9,2.0,78.7,15.3,6.0,Sl2,1.27,1.48,2143.7,16.8,6.58,57.4,5.9,17.03,17.03,0.0,1.25,SH        
30,6.0,33.0,55.0,Unknown,21.22962835,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,5.4,27.6,40.1,8.8,4.9,3.0,73.2,16.7,10.1,Sl3,1.66,1.48,2283.2,10.8,5.63,33.6,4.67,2.6,2.6,0.0,0.16,SH        
30,7.0,33.0,55.0,Unknown,46.0166012,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,17.7,35.7,27.0,7.3,3.8,2.1,80.3,13.2,6.5,Sl2,1.42,1.48,397.1,10.45,5.69,33.9,4.9,0.59,0.59,0.0,0.05,SH        
30,1.0,0.0,30.0,I; Ap,2.149433962,10YR 3/2,20,2.65,C0,h3,Wf3,13.6,42.5,33.2,2.8,1.1,1.2,89.3,5.1,5.6,St2,1.7,1.7,4990.4,13.08,5.27,26.6,4.29,4.069999999999999,4.069999999999999,0.0,0.21999999999999997,SH        
31,2.0,33.0,46.0,II; fAh,5.885283019,10YR 3/3,3,2.65,C0,h2,Wf3,5.2,20.9,29.5,18.7,9.9,4.7,55.6,33.3,11.1,Sl3,1.14,1.2,1072.5,25.57,6.97,94.0,6.47,21.009999999999998,20.49,0.52,1.8199999999999998,SH        
31,3.0,46.0,70.0,III; Sw,3.855849057,10YR 4/4,2,2.65,C0,h1,Wf2,4.8,20.9,29.1,19.7,9.7,4.7,54.8,34.2,11.0,Sl3,1.18,1.2,2257.6,25.4,7.02,80.6,6.45,20.619999999999997,20.21,0.41000000000000003,1.7999999999999998,SH        
31,4.0,70.0,83.0,IV; Sd,1.697358491,2.5Y 5/4,1,2.65,C0,h0,Wf2,5.0,21.3,34.8,16.2,10.2,4.4,61.1,30.8,8.1,Sl3,1.41,1.42,2772.1,20.55,7.06,57.8,6.45,9.709999999999999,9.709999999999999,0.0,0.79,SH        
31,5.0,83.0,150.0,V; ilCv-Sw,0.556226415,2.5Y 6/3,5,2.65,C0,h0,Wf1,2.6,13.3,20.4,24.9,16.1,7.5,36.4,48.5,15.1,Slu,1.49,1.49,2963.4,20.69,6.99,53.7,6.37,3.3400000000000003,3.3400000000000003,0.0,0.27,SH        
31,6.0,150.0,201.0,VI; ilCv-Sd,0.403018868,10YR 5/3,2,2.65,C0,h0,Unknown,2.0,10.1,18.0,23.2,18.4,8.5,30.1,50.0,19.9,Ls2,1.56,1.56,2019.8,21.08,6.38,56.4,5.79,2.31,2.31,0.0,0.21999999999999997,SH        
31,1.0,0.0,33.0,I; Ap,5.56,10YR 3/3,5,2.65,C0,h3,Wf4,14.0,46.4,25.0,4.9,3.2,1.4,85.4,9.5,5.1,St2,1.53,1.57,2456.4,11.97,6.44,33.7,5.74,0.9199999999999999,0.9199999999999999,0.0,0.07,SH        
32,2.0,10.0,28.0,I; rAp,2.0,2.5Y 5/3,3,2.65,C0,h3,Wf4,1.5,19.4,28.5,17.5,11.1,5.1,49.3,33.6,17.1,Ls3,0.91,0.91,889.5,44.72,5.76,58.0,5.05,42.489999999999995,42.489999999999995,0.0,3.63,SH        
32,3.0,28.0,46.0,II; Bv-Sdw,3.97509434,2.5Y 5/2,5,2.65,C0,h1,Wf3,6.0,16.3,27.6,15.8,11.0,6.4,49.8,33.1,17.1,Ls3,1.39,1.42,2669.5,23.56,5.84,39.3,5.03,16.86,16.86,0.0,1.6300000000000001,SH        
32,4.0,46.0,85.0,II; Sd,6.591698113,2.5Y 5/2,3,2.65,C0,h0,Wf1,6.8,15.4,21.8,16.6,12.1,5.6,44.0,34.3,21.7,Ls3,1.56,1.6,2913.7,18.45,6.28,26.4,5.37,4.63,4.63,0.0,0.37,SH        
32,5.0,85.0,201.0,III; eSd,5.283773585,2.5Y 5/3,3,2.65,C3.4,h0,Wf0,6.0,19.8,27.4,13.7,9.8,5.1,53.3,28.6,18.1,Ls4,1.65,1.68,3125.6,16.99,6.6,21.7,5.9,2.2,2.2,0.0,0.21999999999999997,SH        
32,1.0,0.0,10.0,I; Ah,8.694339623,10YR 3/3,3,2.65,C0,h3,Wf6,6.9,20.6,28.1,13.2,9.2,5.5,55.6,27.9,16.5,Sl4,1.62,1.69,2218.7,16.06,6.79,27.3,6.26,1.7799999999999998,1.7799999999999998,0.0,0.19,SH        
32,2.0,10.0,28.0,I; rAp,4.547169811,2.5Y 5/3,3,2.65,C0,h3,Wf4,8.3,22.2,27.3,12.2,8.7,5.8,57.8,26.7,15.5,Sl4,1.66,1.68,2376.8,17.41,7.76,189.4,7.42,3.2,1.6500000000000001,1.55,0.18,SH        
33,3.0,48.0,72.0,II; Sd-Bt,4.338867925,10YR 4/4,4,2.65,C0,h0,Wf2,5.7,20.9,29.6,14.7,8.9,4.6,56.1,28.2,15.7,Sl4,1.28,1.33,1224.5,19.29,6.01,83.1,5.53,18.48,18.48,0.0,1.85,SH        
33,4.0,72.0,118.0,II; Sd,3.423396226,2.5Y 5/3,4,2.65,C0,h0,Wf1,4.3,21.3,30.7,14.8,9.1,4.2,56.3,28.1,15.6,Sl4,1.42,1.45,2741.9,22.85,6.12,81.9,5.72,18.580000000000002,18.580000000000002,0.0,1.8599999999999999,SH        
33,5.0,118.0,140.0,III; eSd-lCv,3.828679245,2.5Y 5/4,3,2.65,C3.4,h0,Unknown,4.6,16.5,29.1,13.0,8.9,4.9,50.1,26.8,23.1,Ls4,1.61,1.63,3096.7,18.73,6.37,48.3,5.89,4.27,4.27,0.0,0.44999999999999996,SH        
33,6.0,140.0,201.0,IV; elCv,3.931320755,10YR 5/4,3,2.65,C3.4,h0,Unknown,4.5,16.5,28.9,14.2,8.8,5.3,49.8,28.2,22.0,Ls4,1.62,1.64,3112.6,17.13,6.61,33.5,6.12,2.38,2.38,0.0,0.26,SH        
33,1.0,0.0,30.0,I; Ap,4.452830189,10YR 3/3,3,2.65,C0,h3,Wf4,6.1,19.1,28.4,13.0,8.2,5.6,53.6,26.8,19.6,Ls4,1.64,1.66,4700.9,12.94,6.84,28.8,6.33,1.8599999999999999,1.8599999999999999,0.0,0.21999999999999997,SH        
35,2.0,34.0,70.0,I; tmerGo,0.0,10YR 4/2,0,2.65,C3.3,h1,Wf2,0.1,0.1,6.1,37.5,17.0,5.4,6.3,59.8,33.9,Tu3,1.2,1.2,1199.7,37.24,7.28,133.7,7.17,19.94,19.0,0.94,1.98,SH        
35,3.0,70.0,120.0,I; tmeGo1,0.0,2.5Y 4/2,0,2.65,C3.3,h1,Unknown,0.0,0.2,5.8,36.0,16.6,6.4,6.0,59.0,35.0,Tu3,1.31,1.31,2620.0,35.03,7.53,127.2,7.24,20.13,19.04,1.09,1.9700000000000002,SH        
35,4.0,120.0,170.0,I; tmeGo2,0.041509434,2.5Y 5/3,0,2.65,C3.3,h1,Unknown,0.2,0.6,5.2,38.1,16.1,5.8,6.0,60.1,33.9,Tu3,1.35,1.35,2698.9,32.98,7.84,149.9,7.41,13.01,8.120000000000001,4.89,0.8200000000000001,SH        
35,5.0,170.0,201.0,I; tmeGr,0.0,GLEY2 5/5B,0,2.65,C3.3,h1,Unknown,0.2,0.6,4.3,34.1,17.7,6.6,5.1,58.4,36.5,Tu3,1.25,1.25,2500.0,36.72,7.91,158.8,7.44,13.86,7.48,6.38,0.78,SH        
35,1.0,0.0,34.0,I; tmAp,0.0,10YR 3/2,0,2.65,C0,h3,Wf4,0.5,0.9,1.8,28.5,17.8,7.0,3.2,53.3,43.5,Tu3,1.06,1.06,3180.0,49.56,7.94,220.0,7.46,16.43,8.57,7.86,0.8599999999999999,SH        
36,2.0,12.0,33.0,I; rAp,4.02490566,10YR 3/1,5,2.65,C0,h3,Wf4,4.0,27.8,38.1,17.8,5.0,2.0,69.9,24.8,5.3,Sl2,1.4,1.42,1341.2,26.33,5.9,65.3,4.92,22.44,22.44,0.0,1.61,SH        
36,3.0,33.0,48.0,I; Sw-Bhs-Ae,5.676981132,7.5YR 4/2,5,2.65,C0,h1,Wf2,3.7,27.4,37.7,18.8,4.8,2.3,68.8,25.9,5.3,Su3,1.46,1.51,2754.2,20.66,5.66,41.3,4.9,19.330000000000002,19.330000000000002,0.0,1.3800000000000001,SH        
36,4.0,48.0,66.0,I; Bs-Sw,5.0,7.5YR 4/4,5,2.65,C0,h1,Wf1,4.5,37.6,47.3,4.4,1.9,0.6,89.5,7.0,3.5,fSms,1.68,1.48,3192.0,18.79,5.62,29.7,4.95,4.77,4.77,0.0,0.21999999999999997,SH        
36,5.0,66.0,125.0,II; Sd,4.898867925,2.5Y 6/2,3,2.65,C0,h0,Wf0,4.4,41.5,44.5,3.4,1.6,0.5,90.4,5.6,4.0,mSfs,1.63,1.66,3100.3,14.76,5.52,34.2,4.8,5.220000000000001,5.220000000000001,0.0,0.2,SH        
36,6.0,125.0,201.0,II; ilCv,1.953207547,2.5Y 5/3,3,2.65,C0,h0,Wf0,4.8,25.9,34.6,6.2,6.8,3.7,65.2,16.6,18.2,Ls4,1.71,1.72,5029.8,17.93,5.2,31.4,4.39,2.07,2.07,0.0,0.14,SH        
37,1.0,0.0,12.0,I; Ah,3.782641509,7.5YR 2.5/1,5,2.65,C0,h4,Wf6,5.6,40.9,36.6,9.5,2.7,1.0,83.1,13.2,3.7,Su2,1.31,1.32,1258.0,27.69,5.8,96.9,5.27,40.39,40.39,0.0,2.82,SH        
37,2.0,12.0,33.0,I; rAp,4.118490566,7.5YR 3/1,5,2.65,C0,h3,Wf4,4.4,39.1,38.5,10.8,2.7,1.1,82.1,14.5,3.4,Su2,1.37,1.38,2627.2,19.39,5.83,62.7,5.13,26.299999999999997,26.299999999999997,0.0,1.49,SH        
37,3.0,33.0,50.0,I; Bhs,10.83060071,5YR 4/3,15,2.65,C0,h2,Wf4,4.4,39.2,36.4,10.9,3.4,1.2,80.0,15.5,4.5,Su2,1.16,1.48,1952.7,16.73,5.78,66.7,5.13,16.21,16.21,0.0,0.7000000000000001,SH        
37,4.0,50.0,66.0,I; Bs+ilCv,5.707169811,7.5YR 5/6,5,2.65,C0,h1,Wf3,4.5,35.6,44.4,7.0,3.4,1.4,84.5,11.8,3.7,Su2,1.35,1.38,2545.9,10.88,5.89,40.5,5.23,5.02,5.02,0.0,0.24,SH        
37,5.0,66.0,110.0,II; Go,0.078490566,10YR 7/6,1,2.65,C0,h0,Wf1,6.0,55.4,35.6,1.0,0.1,0.0,97.0,1.2,1.8,mSfs,1.6,1.6,4796.2,5.51,5.83,17.5,5.06,1.09,1.09,0.0,0.05,SH        
38,1.0,0.0,30.0,I; R-Ap,0.049056604,5YR 3/1,0,2.65,C0,h3,Wf3,3.2,57.6,33.7,2.3,0.7,0.4,94.4,3.4,2.2,mSfs,1.36,1.36,1358.9,16.69,5.69,43.8,4.93,19.02,19.02,0.0,1.05,SH        
38,2.0,30.0,52.0,I; R+rGo-Bsh,0.136603774,7.5YR 5/6,0,2.65,C0,h2,Wf2,2.9,56.4,35.2,2.3,0.7,0.4,94.5,3.4,2.1,mSfs,1.5,1.5,2995.0,14.55,5.7,43.5,4.96,18.47,18.47,0.0,1.05,SH        
38,3.0,52.0,74.0,I; rGo,0.133584906,10YR 6/4,0,2.65,C0,h0,Wf0,3.6,57.7,34.1,1.9,0.6,0.4,95.4,2.9,1.7,mSfs,1.46,1.46,2916.1,10.66,5.76,43.9,5.06,15.009999999999998,15.009999999999998,0.0,0.74,SH        
38,4.0,74.0,105.0,I; Gw1,0.010566038,10YR 7/3,0,2.65,C0,h0,Unknown,2.7,54.5,40.3,1.8,0.0,0.0,97.5,1.8,0.7,mSfs,1.57,1.57,3139.7,6.08,5.85,25.7,5.1,1.56,1.56,0.0,0.05,SH        
38,5.0,105.0,150.0,I; Gw2,0.670943396,2.5Y 7/3,0,2.65,C0,h0,Unknown,2.1,36.3,58.6,2.4,0.0,0.0,97.0,2.4,0.6,fSms,1.63,1.63,4857.2,11.2,5.98,25.2,5.14,0.8699999999999999,0.8699999999999999,0.0,0.03,SH        
41,6.0,170.0,201.0,II; Swd-Cv,3.715471698,2.5Y 5/4,2,2.65,C0,h0,Wf0,6.5,24.1,37.2,13.1,6.6,3.5,67.8,23.2,9.0,Sl3,1.3,1.34,1251.7,17.46,6.32,35.6,5.48,12.809999999999999,12.809999999999999,0.0,1.1700000000000002,SH        
41,1.0,0.0,32.0,I; Ap,4.651320755,10YR 3/3,5,2.65,C0,h3,Wf4,4.8,24.2,36.0,15.3,7.0,3.4,65.0,25.7,9.3,Sl3,1.4,1.44,2669.8,19.88,6.14,31.3,5.39,13.23,13.23,0.0,1.21,SH        
